CURSO,TURNO,CAMPUS,ANO,SEM,QUANTIDADE,CATEGORIA_TURNO,ANO_STR,DATA,SIGLA_CURSO
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS,INTEGRAL,JUIZ DE FORA,2012,2,24,OUTRO,Ano-2012,2012-07-01,69A
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS,INTEGRAL,JUIZ DE FORA,2013,1,21,OUTRO,Ano-2013,2013-01-01,69A
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS,INTEGRAL,JUIZ DE FORA,2013,2,25,OUTRO,Ano-2013,2013-07-01,69A
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS,INTEGRAL,JUIZ DE FORA,2014,1,43,OUTRO,Ano-2014,2014-01-01,69A
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS,INTEGRAL,JUIZ DE FORA,2014,2,26,OUTRO,Ano-2014,2014-07-01,69A
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS,INTEGRAL,JUIZ DE FORA,2015,1,19,OUTRO,Ano-2015,2015-01-01,69A
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS,INTEGRAL,JUIZ DE FORA,2015,2,25,OUTRO,Ano-2015,2015-07-01,69A
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS,INTEGRAL,JUIZ DE FORA,2016,1,23,OUTRO,Ano-2016,2016-01-01,69A
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS,INTEGRAL,JUIZ DE FORA,2016,2,26,OUTRO,Ano-2016,2016-07-01,69A
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS,INTEGRAL,JUIZ DE FORA,2017,1,21,OUTRO,Ano-2017,2017-01-01,69A
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS,INTEGRAL,JUIZ DE FORA,2017,2,21,OUTRO,Ano-2017,2017-07-01,69A
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS,INTEGRAL,JUIZ DE FORA,2018,1,24,OUTRO,Ano-2018,2018-01-01,69A
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS,INTEGRAL,JUIZ DE FORA,2018,2,19,OUTRO,Ano-2018,2018-07-01,69A
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS,INTEGRAL,JUIZ DE FORA,2019,1,20,OUTRO,Ano-2019,2019-01-01,69A
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS,INTEGRAL,JUIZ DE FORA,2019,2,20,OUTRO,Ano-2019,2019-07-01,69A
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS,INTEGRAL,JUIZ DE FORA,2020,1,21,OUTRO,Ano-2020,2020-01-01,69A
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS,INTEGRAL,JUIZ DE FORA,2020,2,17,OUTRO,Ano-2020,2020-07-01,69A
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS,INTEGRAL,JUIZ DE FORA,2021,1,19,OUTRO,Ano-2021,2021-01-01,69A
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS,INTEGRAL,JUIZ DE FORA,2021,2,15,OUTRO,Ano-2021,2021-07-01,69A
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS,INTEGRAL,JUIZ DE FORA,2022,1,17,OUTRO,Ano-2022,2022-01-01,69A
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS,INTEGRAL,JUIZ DE FORA,2022,2,15,OUTRO,Ano-2022,2022-07-01,69A
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL,INTEGRAL,JUIZ DE FORA,2008,2,1,OUTRO,Ano-2008,2008-07-01,69B
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL,INTEGRAL,JUIZ DE FORA,2010,1,18,OUTRO,Ano-2010,2010-01-01,69B
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL,INTEGRAL,JUIZ DE FORA,2010,2,19,OUTRO,Ano-2010,2010-07-01,69B
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL,INTEGRAL,JUIZ DE FORA,2011,1,24,OUTRO,Ano-2011,2011-01-01,69B
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL,INTEGRAL,JUIZ DE FORA,2011,2,30,OUTRO,Ano-2011,2011-07-01,69B
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL,INTEGRAL,JUIZ DE FORA,2012,1,27,OUTRO,Ano-2012,2012-01-01,69B
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL,INTEGRAL,JUIZ DE FORA,2012,2,27,OUTRO,Ano-2012,2012-07-01,69B
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL,INTEGRAL,JUIZ DE FORA,2013,1,25,OUTRO,Ano-2013,2013-01-01,69B
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL,INTEGRAL,JUIZ DE FORA,2013,2,25,OUTRO,Ano-2013,2013-07-01,69B
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL,INTEGRAL,JUIZ DE FORA,2014,1,44,OUTRO,Ano-2014,2014-01-01,69B
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL,INTEGRAL,JUIZ DE FORA,2014,2,27,OUTRO,Ano-2014,2014-07-01,69B
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL,INTEGRAL,JUIZ DE FORA,2015,1,20,OUTRO,Ano-2015,2015-01-01,69B
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL,INTEGRAL,JUIZ DE FORA,2015,2,20,OUTRO,Ano-2015,2015-07-01,69B
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL,INTEGRAL,JUIZ DE FORA,2016,1,21,OUTRO,Ano-2016,2016-01-01,69B
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL,INTEGRAL,JUIZ DE FORA,2016,2,25,OUTRO,Ano-2016,2016-07-01,69B
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL,INTEGRAL,JUIZ DE FORA,2017,1,21,OUTRO,Ano-2017,2017-01-01,69B
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL,INTEGRAL,JUIZ DE FORA,2017,2,19,OUTRO,Ano-2017,2017-07-01,69B
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL,INTEGRAL,JUIZ DE FORA,2018,1,22,OUTRO,Ano-2018,2018-01-01,69B
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL,INTEGRAL,JUIZ DE FORA,2018,2,22,OUTRO,Ano-2018,2018-07-01,69B
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL,INTEGRAL,JUIZ DE FORA,2019,1,21,OUTRO,Ano-2019,2019-01-01,69B
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL,INTEGRAL,JUIZ DE FORA,2019,2,22,OUTRO,Ano-2019,2019-07-01,69B
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL,INTEGRAL,JUIZ DE FORA,2020,1,19,OUTRO,Ano-2020,2020-01-01,69B
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL,INTEGRAL,JUIZ DE FORA,2020,2,16,OUTRO,Ano-2020,2020-07-01,69B
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL,INTEGRAL,JUIZ DE FORA,2021,1,19,OUTRO,Ano-2021,2021-01-01,69B
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL,INTEGRAL,JUIZ DE FORA,2021,2,20,OUTRO,Ano-2021,2021-07-01,69B
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL,INTEGRAL,JUIZ DE FORA,2022,1,21,OUTRO,Ano-2022,2022-01-01,69B
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL,INTEGRAL,JUIZ DE FORA,2022,2,17,OUTRO,Ano-2022,2022-07-01,69B
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA,INTEGRAL,JUIZ DE FORA,2010,1,26,OUTRO,Ano-2010,2010-01-01,69C
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA,INTEGRAL,JUIZ DE FORA,2010,2,18,OUTRO,Ano-2010,2010-07-01,69C
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA,INTEGRAL,JUIZ DE FORA,2011,1,22,OUTRO,Ano-2011,2011-01-01,69C
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA,INTEGRAL,JUIZ DE FORA,2011,2,27,OUTRO,Ano-2011,2011-07-01,69C
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA,INTEGRAL,JUIZ DE FORA,2012,1,33,OUTRO,Ano-2012,2012-01-01,69C
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA,INTEGRAL,JUIZ DE FORA,2012,2,26,OUTRO,Ano-2012,2012-07-01,69C
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA,INTEGRAL,JUIZ DE FORA,2013,1,26,OUTRO,Ano-2013,2013-01-01,69C
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA,INTEGRAL,JUIZ DE FORA,2013,2,30,OUTRO,Ano-2013,2013-07-01,69C
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA,INTEGRAL,JUIZ DE FORA,2014,1,39,OUTRO,Ano-2014,2014-01-01,69C
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA,INTEGRAL,JUIZ DE FORA,2014,2,31,OUTRO,Ano-2014,2014-07-01,69C
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA,INTEGRAL,JUIZ DE FORA,2015,1,21,OUTRO,Ano-2015,2015-01-01,69C
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA,INTEGRAL,JUIZ DE FORA,2015,2,25,OUTRO,Ano-2015,2015-07-01,69C
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA,INTEGRAL,JUIZ DE FORA,2016,1,21,OUTRO,Ano-2016,2016-01-01,69C
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA,INTEGRAL,JUIZ DE FORA,2016,2,31,OUTRO,Ano-2016,2016-07-01,69C
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA,INTEGRAL,JUIZ DE FORA,2017,1,21,OUTRO,Ano-2017,2017-01-01,69C
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA,INTEGRAL,JUIZ DE FORA,2017,2,20,OUTRO,Ano-2017,2017-07-01,69C
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA,INTEGRAL,JUIZ DE FORA,2018,1,21,OUTRO,Ano-2018,2018-01-01,69C
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA,INTEGRAL,JUIZ DE FORA,2018,2,22,OUTRO,Ano-2018,2018-07-01,69C
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA,INTEGRAL,JUIZ DE FORA,2019,1,22,OUTRO,Ano-2019,2019-01-01,69C
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA,INTEGRAL,JUIZ DE FORA,2019,2,24,OUTRO,Ano-2019,2019-07-01,69C
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA,INTEGRAL,JUIZ DE FORA,2020,1,21,OUTRO,Ano-2020,2020-01-01,69C
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA,INTEGRAL,JUIZ DE FORA,2020,2,18,OUTRO,Ano-2020,2020-07-01,69C
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA,INTEGRAL,JUIZ DE FORA,2021,1,22,OUTRO,Ano-2021,2021-01-01,69C
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA,INTEGRAL,JUIZ DE FORA,2021,2,21,OUTRO,Ano-2021,2021-07-01,69C
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA,INTEGRAL,JUIZ DE FORA,2022,1,19,OUTRO,Ano-2022,2022-01-01,69C
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA,INTEGRAL,JUIZ DE FORA,2022,2,11,OUTRO,Ano-2022,2022-07-01,69C
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES,INTEGRAL,JUIZ DE FORA,2010,1,16,OUTRO,Ano-2010,2010-01-01,69D
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES,INTEGRAL,JUIZ DE FORA,2010,2,19,OUTRO,Ano-2010,2010-07-01,69D
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES,INTEGRAL,JUIZ DE FORA,2011,1,24,OUTRO,Ano-2011,2011-01-01,69D
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES,INTEGRAL,JUIZ DE FORA,2011,2,21,OUTRO,Ano-2011,2011-07-01,69D
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES,INTEGRAL,JUIZ DE FORA,2012,1,22,OUTRO,Ano-2012,2012-01-01,69D
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES,INTEGRAL,JUIZ DE FORA,2012,2,25,OUTRO,Ano-2012,2012-07-01,69D
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES,INTEGRAL,JUIZ DE FORA,2013,1,23,OUTRO,Ano-2013,2013-01-01,69D
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES,INTEGRAL,JUIZ DE FORA,2013,2,26,OUTRO,Ano-2013,2013-07-01,69D
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES,INTEGRAL,JUIZ DE FORA,2014,1,48,OUTRO,Ano-2014,2014-01-01,69D
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES,INTEGRAL,JUIZ DE FORA,2014,2,30,OUTRO,Ano-2014,2014-07-01,69D
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES,INTEGRAL,JUIZ DE FORA,2015,1,20,OUTRO,Ano-2015,2015-01-01,69D
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES,INTEGRAL,JUIZ DE FORA,2015,2,22,OUTRO,Ano-2015,2015-07-01,69D
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES,INTEGRAL,JUIZ DE FORA,2016,1,24,OUTRO,Ano-2016,2016-01-01,69D
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES,INTEGRAL,JUIZ DE FORA,2016,2,24,OUTRO,Ano-2016,2016-07-01,69D
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES,INTEGRAL,JUIZ DE FORA,2017,1,22,OUTRO,Ano-2017,2017-01-01,69D
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES,INTEGRAL,JUIZ DE FORA,2017,2,18,OUTRO,Ano-2017,2017-07-01,69D
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES,INTEGRAL,JUIZ DE FORA,2018,1,21,OUTRO,Ano-2018,2018-01-01,69D
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES,INTEGRAL,JUIZ DE FORA,2018,2,22,OUTRO,Ano-2018,2018-07-01,69D
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES,INTEGRAL,JUIZ DE FORA,2019,1,21,OUTRO,Ano-2019,2019-01-01,69D
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES,INTEGRAL,JUIZ DE FORA,2019,2,22,OUTRO,Ano-2019,2019-07-01,69D
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES,INTEGRAL,JUIZ DE FORA,2020,1,22,OUTRO,Ano-2020,2020-01-01,69D
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES,INTEGRAL,JUIZ DE FORA,2020,2,18,OUTRO,Ano-2020,2020-07-01,69D
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES,INTEGRAL,JUIZ DE FORA,2021,1,18,OUTRO,Ano-2021,2021-01-01,69D
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES,INTEGRAL,JUIZ DE FORA,2021,2,21,OUTRO,Ano-2021,2021-07-01,69D
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES,INTEGRAL,JUIZ DE FORA,2022,1,19,OUTRO,Ano-2022,2022-01-01,69D
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES,INTEGRAL,JUIZ DE FORA,2022,2,17,OUTRO,Ano-2022,2022-07-01,69D
70A-ENGENHARIA ELÉTRICA - ENERGIA,NOTURNO,JUIZ DE FORA,2008,1,1,OUTRO,Ano-2008,2008-01-01,70A
70A-ENGENHARIA ELÉTRICA - ENERGIA,NOTURNO,JUIZ DE FORA,2008,2,1,OUTRO,Ano-2008,2008-07-01,70A
70A-ENGENHARIA ELÉTRICA - ENERGIA,NOTURNO,JUIZ DE FORA,2009,1,1,OUTRO,Ano-2009,2009-01-01,70A
70A-ENGENHARIA ELÉTRICA - ENERGIA,NOTURNO,JUIZ DE FORA,2010,1,41,OUTRO,Ano-2010,2010-01-01,70A
70A-ENGENHARIA ELÉTRICA - ENERGIA,NOTURNO,JUIZ DE FORA,2010,2,1,OUTRO,Ano-2010,2010-07-01,70A
70A-ENGENHARIA ELÉTRICA - ENERGIA,NOTURNO,JUIZ DE FORA,2011,1,51,OUTRO,Ano-2011,2011-01-01,70A
70A-ENGENHARIA ELÉTRICA - ENERGIA,NOTURNO,JUIZ DE FORA,2012,1,47,OUTRO,Ano-2012,2012-01-01,70A
70A-ENGENHARIA ELÉTRICA - ENERGIA,NOTURNO,JUIZ DE FORA,2012,2,3,OUTRO,Ano-2012,2012-07-01,70A
70A-ENGENHARIA ELÉTRICA - ENERGIA,NOTURNO,JUIZ DE FORA,2013,1,49,OUTRO,Ano-2013,2013-01-01,70A
70A-ENGENHARIA ELÉTRICA - ENERGIA,NOTURNO,JUIZ DE FORA,2013,2,2,OUTRO,Ano-2013,2013-07-01,70A
70A-ENGENHARIA ELÉTRICA - ENERGIA,NOTURNO,JUIZ DE FORA,2014,1,70,OUTRO,Ano-2014,2014-01-01,70A
70A-ENGENHARIA ELÉTRICA - ENERGIA,NOTURNO,JUIZ DE FORA,2014,2,2,OUTRO,Ano-2014,2014-07-01,70A
70A-ENGENHARIA ELÉTRICA - ENERGIA,NOTURNO,JUIZ DE FORA,2015,1,39,OUTRO,Ano-2015,2015-01-01,70A
70A-ENGENHARIA ELÉTRICA - ENERGIA,NOTURNO,JUIZ DE FORA,2016,1,42,OUTRO,Ano-2016,2016-01-01,70A
70A-ENGENHARIA ELÉTRICA - ENERGIA,NOTURNO,JUIZ DE FORA,2016,2,1,OUTRO,Ano-2016,2016-07-01,70A
70A-ENGENHARIA ELÉTRICA - ENERGIA,NOTURNO,JUIZ DE FORA,2017,1,46,OUTRO,Ano-2017,2017-01-01,70A
70A-ENGENHARIA ELÉTRICA - ENERGIA,NOTURNO,JUIZ DE FORA,2017,2,3,OUTRO,Ano-2017,2017-07-01,70A
70A-ENGENHARIA ELÉTRICA - ENERGIA,NOTURNO,JUIZ DE FORA,2018,1,42,OUTRO,Ano-2018,2018-01-01,70A
70A-ENGENHARIA ELÉTRICA - ENERGIA,NOTURNO,JUIZ DE FORA,2019,1,41,OUTRO,Ano-2019,2019-01-01,70A
70A-ENGENHARIA ELÉTRICA - ENERGIA,NOTURNO,JUIZ DE FORA,2020,1,38,OUTRO,Ano-2020,2020-01-01,70A
70A-ENGENHARIA ELÉTRICA - ENERGIA,NOTURNO,JUIZ DE FORA,2021,1,38,OUTRO,Ano-2021,2021-01-01,70A
70A-ENGENHARIA ELÉTRICA - ENERGIA,NOTURNO,JUIZ DE FORA,2022,1,34,OUTRO,Ano-2022,2022-01-01,70A
71A-ENGENHARIA MECÂNICA,INTEGRAL,JUIZ DE FORA,2009,1,3,OUTRO,Ano-2009,2009-01-01,71A
71A-ENGENHARIA MECÂNICA,INTEGRAL,JUIZ DE FORA,2010,1,26,OUTRO,Ano-2010,2010-01-01,71A
71A-ENGENHARIA MECÂNICA,INTEGRAL,JUIZ DE FORA,2010,2,28,OUTRO,Ano-2010,2010-07-01,71A
71A-ENGENHARIA MECÂNICA,INTEGRAL,JUIZ DE FORA,2011,1,28,OUTRO,Ano-2011,2011-01-01,71A
71A-ENGENHARIA MECÂNICA,INTEGRAL,JUIZ DE FORA,2011,2,35,OUTRO,Ano-2011,2011-07-01,71A
71A-ENGENHARIA MECÂNICA,INTEGRAL,JUIZ DE FORA,2012,1,30,OUTRO,Ano-2012,2012-01-01,71A
71A-ENGENHARIA MECÂNICA,INTEGRAL,JUIZ DE FORA,2012,2,29,OUTRO,Ano-2012,2012-07-01,71A
71A-ENGENHARIA MECÂNICA,INTEGRAL,JUIZ DE FORA,2013,1,27,OUTRO,Ano-2013,2013-01-01,71A
71A-ENGENHARIA MECÂNICA,INTEGRAL,JUIZ DE FORA,2013,2,31,OUTRO,Ano-2013,2013-07-01,71A
71A-ENGENHARIA MECÂNICA,INTEGRAL,JUIZ DE FORA,2014,1,59,OUTRO,Ano-2014,2014-01-01,71A
71A-ENGENHARIA MECÂNICA,INTEGRAL,JUIZ DE FORA,2014,2,31,OUTRO,Ano-2014,2014-07-01,71A
71A-ENGENHARIA MECÂNICA,INTEGRAL,JUIZ DE FORA,2015,1,22,OUTRO,Ano-2015,2015-01-01,71A
71A-ENGENHARIA MECÂNICA,INTEGRAL,JUIZ DE FORA,2015,2,27,OUTRO,Ano-2015,2015-07-01,71A
71A-ENGENHARIA MECÂNICA,INTEGRAL,JUIZ DE FORA,2016,1,28,OUTRO,Ano-2016,2016-01-01,71A
71A-ENGENHARIA MECÂNICA,INTEGRAL,JUIZ DE FORA,2016,2,26,OUTRO,Ano-2016,2016-07-01,71A
71A-ENGENHARIA MECÂNICA,INTEGRAL,JUIZ DE FORA,2017,1,24,OUTRO,Ano-2017,2017-01-01,71A
71A-ENGENHARIA MECÂNICA,INTEGRAL,JUIZ DE FORA,2017,2,27,OUTRO,Ano-2017,2017-07-01,71A
71A-ENGENHARIA MECÂNICA,INTEGRAL,JUIZ DE FORA,2018,1,24,OUTRO,Ano-2018,2018-01-01,71A
71A-ENGENHARIA MECÂNICA,INTEGRAL,JUIZ DE FORA,2018,2,23,OUTRO,Ano-2018,2018-07-01,71A
71A-ENGENHARIA MECÂNICA,INTEGRAL,JUIZ DE FORA,2019,1,25,OUTRO,Ano-2019,2019-01-01,71A
71A-ENGENHARIA MECÂNICA,INTEGRAL,JUIZ DE FORA,2019,2,22,OUTRO,Ano-2019,2019-07-01,71A
71A-ENGENHARIA MECÂNICA,INTEGRAL,JUIZ DE FORA,2020,1,26,OUTRO,Ano-2020,2020-01-01,71A
71A-ENGENHARIA MECÂNICA,INTEGRAL,JUIZ DE FORA,2020,2,23,OUTRO,Ano-2020,2020-07-01,71A
71A-ENGENHARIA MECÂNICA,INTEGRAL,JUIZ DE FORA,2021,1,20,OUTRO,Ano-2021,2021-01-01,71A
71A-ENGENHARIA MECÂNICA,INTEGRAL,JUIZ DE FORA,2021,2,20,OUTRO,Ano-2021,2021-07-01,71A
71A-ENGENHARIA MECÂNICA,INTEGRAL,JUIZ DE FORA,2022,1,19,OUTRO,Ano-2022,2022-01-01,71A
71A-ENGENHARIA MECÂNICA,INTEGRAL,JUIZ DE FORA,2022,2,18,OUTRO,Ano-2022,2022-07-01,71A
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS,INTEGRAL,JUIZ DE FORA,2006,2,1,OUTRO,Ano-2006,2006-07-01,72A
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS,INTEGRAL,JUIZ DE FORA,2009,1,2,OUTRO,Ano-2009,2009-01-01,72A
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS,INTEGRAL,JUIZ DE FORA,2009,2,1,OUTRO,Ano-2009,2009-07-01,72A
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS,INTEGRAL,JUIZ DE FORA,2010,1,94,OUTRO,Ano-2010,2010-01-01,72A
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS,INTEGRAL,JUIZ DE FORA,2010,2,1,OUTRO,Ano-2010,2010-07-01,72A
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS,INTEGRAL,JUIZ DE FORA,2011,1,113,OUTRO,Ano-2011,2011-01-01,72A
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS,INTEGRAL,JUIZ DE FORA,2011,2,9,OUTRO,Ano-2011,2011-07-01,72A
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS,INTEGRAL,JUIZ DE FORA,2012,1,100,OUTRO,Ano-2012,2012-01-01,72A
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS,INTEGRAL,JUIZ DE FORA,2012,2,3,OUTRO,Ano-2012,2012-07-01,72A
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS,INTEGRAL,JUIZ DE FORA,2013,1,105,OUTRO,Ano-2013,2013-01-01,72A
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS,INTEGRAL,JUIZ DE FORA,2013,2,5,OUTRO,Ano-2013,2013-07-01,72A
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS,INTEGRAL,JUIZ DE FORA,2014,1,306,OUTRO,Ano-2014,2014-01-01,72A
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS,INTEGRAL,JUIZ DE FORA,2015,1,154,OUTRO,Ano-2015,2015-01-01,72A
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS,INTEGRAL,JUIZ DE FORA,2016,1,178,OUTRO,Ano-2016,2016-01-01,72A
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS,INTEGRAL,JUIZ DE FORA,2016,2,10,OUTRO,Ano-2016,2016-07-01,72A
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS,INTEGRAL,JUIZ DE FORA,2017,1,151,OUTRO,Ano-2017,2017-01-01,72A
